"","decimalLatitude","decimalLongitude","family","species","year","month","day","recordedBy","identifiedBy","sex","stateProvince","locality","coordinatePrecision","uid"
"5198",37.1379187,-8.020216,NA,"Amegilla quadrifasciata",2020,9,26,"fernandodelgado","fernandodelgado",NA,NA,"8100 Loulé, Portugal",11018,"i2_inaturalist_5198"
"5199",39.67618667,-8.42491167,NA,"Apis mellifera",2020,9,27,"jloureiro","jloureiro",NA,NA,"Além da Ribeira, Tomar, Santarém, PT",5,"i2_inaturalist_5199"
"5200",41.158395542,-8.6725899205,NA,"Bombus pratorum",2020,9,27,"arcturus_","arcturus_",NA,NA,"Foz do Douro, 4150 Porto, Portugal",22,"i2_inaturalist_5200"
"5201",41.8033203056,-8.1289507778,NA,"Apis mellifera",2020,9,26,"filipe37","filipe37",NA,NA,"Campo do Gerês, 4840, Portugal",NA,"i2_inaturalist_5201"
"5202",37.0871927401,-3.6051211839,NA,"Amegilla garrula",2020,9,26,"aggranada","aggranada",NA,NA,"Granada, ES-AN, ES",5,"i2_inaturalist_5202"
"5203",38.7577880918,-9.1576513276,NA,"Bombus terrestris",2020,9,26,"cmluis","cmluis",NA,NA,"Campo Grande, Lisboa, Portugal",536,"i2_inaturalist_5203"
"5204",38.50201333,-9.02291117,NA,"Apis mellifera iberiensis",2020,9,26,"pega-azul","pega-azul",NA,NA,"Parque Natural da Arrábida, Setúbal, Setubal, PT",12,"i2_inaturalist_5204"
"5205",38.7405177713,-9.28523329,NA,"Apis mellifera",2020,9,26,"maremimar","maremimar",NA,NA,"Oeiras, Portugal",8,"i2_inaturalist_5205"
"5206",38.740663944,-9.2854174765,NA,"Apis mellifera",2020,9,26,"maremimar","maremimar",NA,NA,"Oeiras, Portugal",12,"i2_inaturalist_5206"
"5207",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,26,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5207"
"5208",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,26,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5208"
"5209",38.71653,-9.21330333,NA,"Xylocopa violacea",2020,9,26,"afalcao","afalcao",NA,NA,"Rua Padre Reis Lima, Lisboa, Lisboa, PT",9,"i2_inaturalist_5209"
"5212",41.5454051885,-7.1731570183,NA,"Apis mellifera",2020,9,26,"luissilva4","luissilva4",NA,NA,"Portugal",19,"i2_inaturalist_5212"
"5213",41.483994,-7.1836916,NA,"Apis mellifera",2020,9,26,"vale_da_biodiversidade","vale_da_biodiversidade",NA,NA,"5370-408 Mirandela, Portugal",43,"i2_inaturalist_5213"
"5214",38.7401235171,-9.2841838673,NA,"Apis mellifera",2020,9,26,"monicafrocha","monicafrocha",NA,NA,"Fábrica da Pólvora",349,"i2_inaturalist_5214"
"5218",39.5523823212,-8.9770736144,NA,"Xylocopa violacea",2004,3,7,"juliogreis","juliogreis",NA,NA,"2460 Alcobaça, Portugal",2,"i2_inaturalist_5218"
"5219",40.8724616667,-3.6247633333,NA,"Amegilla albigena",2020,7,3,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"28751 La Cabrera, Madrid, España",NA,"i2_inaturalist_5219"
"5221",37.1726039722,-3.591899,NA,"Epeolus fallax",2020,9,20,"biologymp","biologymp",NA,NA,"Realejo-San Matias, Granada, España",NA,"i2_inaturalist_5221"
"5222",40.6391629903,-5.9126893803,NA,"Apis mellifera iberiensis",2020,9,25,"puccibird","puccibird",NA,NA,"Barbalos, 37607, Salamanca, España",133,"i2_inaturalist_5222"
"5223",43.3360462495,-8.2039429448,NA,"Bombus terrestris lusitanicus",2020,9,19,"manucernadas","manucernadas",NA,NA,"La Coruña, España",15,"i2_inaturalist_5223"
"5224",37.1617775402,-3.7587956783,NA,"Tetraloniella graja",2020,9,25,"itgranada","itgranada",NA,NA,"Granada, ES-AN, ES",5,"i2_inaturalist_5224"
"5225",36.7475702732,-4.4987068247,NA,"Apis mellifera",2020,3,10,"macronatura","macronatura",NA,NA,"Puerto de la Torre, Málaga, España",244,"i2_inaturalist_5225"
"5226",40.8570533333,-3.6592616667,NA,"Apis mellifera",2020,7,17,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Madrid, España",NA,"i2_inaturalist_5226"
"5227",40.8568,-3.6613766667,NA,"Apis mellifera",2020,7,17,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Madrid, España",NA,"i2_inaturalist_5227"
"5229",41.7844318546,-8.5177250536,NA,"Anthophora bimaculata",2020,9,23,"martitchka","martitchka",NA,NA,"Rua do Ouroso, Ponte de Lima, Viana do Castelo, PT",124,"i2_inaturalist_5229"
"5231",38.5223354,-9.1438384,NA,"Amegilla quadrifasciata",2020,9,18,"hbatista","hbatista",NA,NA,"EN 377 Km 29, 2970-434, Portugal",187,"i2_inaturalist_5231"
"5232",42.3937809722,-3.5295619722,NA,"Xylocopa violacea",2020,9,23,"algaru","algaru",NA,NA,"Atapuerca, 09199, Burgos, España",NA,"i2_inaturalist_5232"
"5234",37.1413888889,-8.0347222222,NA,"Apis mellifera",2020,9,23,"vitanativa","vitanativa",NA,NA,"Fonte De Boliqueime, Loule, Faro, 8100-731 Loulé, Portugal",NA,"i2_inaturalist_5234"
"5235",41.05019881,-6.90436864,NA,"Apis mellifera",2020,9,22,"eduardorealinho","eduardorealinho",NA,NA,"Freixo de Espada à Cinta, PT-BA, PT",9,"i2_inaturalist_5235"
"5236",42.3666603,-3.3720162,NA,"Apis mellifera",2020,9,22,"inoem","inoem",NA,NA,"Arlanzón",8,"i2_inaturalist_5236"
"5237",37.6603206678,-8.4690821168,NA,"Xylocopa violacea",2018,3,12,"buggybu","buggybu",NA,NA,"Odemira, Portugal",244,"i2_inaturalist_5237"
"5238",37.6603206678,-8.4690821168,NA,"Apis mellifera",2020,9,18,"buggybu","buggybu",NA,NA,"Odemira, Portugal",244,"i2_inaturalist_5238"
"5241",37.6603206678,-8.4690821168,NA,"Amegilla quadrifasciata",2020,9,15,"buggybu","buggybu",NA,NA,"Odemira, Portugal",244,"i2_inaturalist_5241"
"5242",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,20,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5242"
"5243",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,20,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5243"
"5244",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,20,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5244"
"5248",39.2945518494,-9.2407531738,NA,"Apis mellifera",2020,9,20,"omateus","omateus",NA,NA,"Lourinhã, Lisboa, Portugal",NA,"i2_inaturalist_5248"
"5249",39.2816123961,-9.2433967589,NA,"Apis mellifera",2020,9,20,"martamateus","martamateus",NA,NA,"São Bartolomeu dos Galegos, 2530 São Bartolomeu de Galegos, Portugal",NA,"i2_inaturalist_5249"
"5250",38.902433484,-9.1778517142,NA,"Bombus pascuorum",2020,9,20,"gmmarques","gmmarques",NA,NA,"Ribas de Cima",2789,"i2_inaturalist_5250"
"5251",41.1002580109,-7.6140277824,NA,"Bombus terrestris",2019,5,19,"araujomarta","araujomarta",NA,NA,"Tabuaço, 5120, Portugal",8,"i2_inaturalist_5251"
"5252",38.5428519364,-8.8902486779,NA,"Apis mellifera",2020,8,23,"petrkorda","petrkorda",NA,NA,"Setúbal, Portugal",722,"i2_inaturalist_5252"
"5253",36.830364,-5.386828,NA,"Xylocopa violacea",2020,8,6,"djhird","djhird",NA,NA,"Cádiz, Spain",NA,"i2_inaturalist_5253"
"5254",39.2414854264,-9.3129512295,NA,"Apis mellifera",NA,NA,NA,"analuz00","analuz00",NA,NA,"Lourinhã",8415,"i2_inaturalist_5254"
"5255",42.0563888889,-6.5847222222,NA,"Apis mellifera",2020,9,18,"cronicas_salvajes","cronicas_salvajes",NA,NA,"49320 Robleda-Cervantes, Zamora, España",NA,"i2_inaturalist_5255"
"5256",37.182306943,-8.4516792053,NA,"Apis mellifera",2020,9,16,"vitanativa","vitanativa",NA,NA,"Silves, Portugal",1545,"i2_inaturalist_5256"
"5257",39.288317041,-7.4276229535,NA,"Bombus terrestris",2020,9,17,"mtfoliveira","mtfoliveira",NA,NA,"7300 Portalegre, Portugal",4,"i2_inaturalist_5257"
"5258",39.624368,-8.7056988,NA,"Apis mellifera",2019,2,15,"grutas_da_moeda","grutas_da_moeda",NA,NA,"R. das Grutas da Moeda, 2495-028 São Mamede, Portugal",186,"i2_inaturalist_5258"
"5259",39.6641905418,-8.779978109,NA,"Apis mellifera",2020,9,16,"avesdabatalha","avesdabatalha",NA,NA,"Batalha, Portugal",61,"i2_inaturalist_5259"
"5260",40.7709033333,-3.65925,NA,"Apis mellifera",2020,9,5,"eduardoramirez-anapri","eduardoramirez-anapri",NA,NA,"Comunidad de Madrid, Madrid, Spain",NA,"i2_inaturalist_5260"
"5262",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,16,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5262"
"5263",38.6205178221,-9.1546722409,NA,"Apis mellifera",2020,9,15,"tiagojrc","tiagojrc",NA,NA,"2845 Amora, Portugal",437,"i2_inaturalist_5263"
"5264",40.460973,-6.146512,NA,"Apis mellifera",2020,8,15,"cesarpollo5","cesarpollo5",NA,NA,"Batuecas",420,"i2_inaturalist_5264"
"5265",37.134959,-8.79934,NA,"Apis mellifera",2020,9,16,"safara","safara",NA,NA,"Barão de São João, 8600, Portugal",NA,"i2_inaturalist_5265"
"5266",39.669255,-8.78666167,NA,"Xylocopa violacea",2020,9,16,"sandiemouro","sandiemouro",NA,NA,"Estrada Nossa Senhora de Fátima, Batalha, Leiria, PT",10,"i2_inaturalist_5266"
"5267",36.6307516408,-6.3758824021,NA,"Xylocopa violacea",2020,9,15,"arseniogonzalez-anapri","arseniogonzalez-anapri",NA,NA,"11520 Rota, Cádiz, España",178,"i2_inaturalist_5267"
"5268",43.2631491228,-5.5819401518,NA,"Bombus pascuorum",2020,8,18,"daniel_singu","daniel_singu",NA,NA,"33969 San Martín del Rey Aurelio, Asturias, España",13,"i2_inaturalist_5268"
"5269",43.2669070047,-5.5916504189,NA,"Bombus terrestris",2020,8,18,"daniel_singu","daniel_singu",NA,NA,"33969 San Martín del Rey Aurelio, Asturias, España",39,"i2_inaturalist_5269"
"5270",38.6838722228,-9.3142728803,NA,"Apis mellifera",2020,9,15,"rcereja","rcereja",NA,NA,"2780 Oeiras, Portugal",NA,"i2_inaturalist_5270"
"5272",41.8216514586,-8.2964954375,NA,"Bombus pascuorum",2020,9,12,"ceciliabouman","ceciliabouman",NA,NA,"Entre Ambos-Os-Rios, 4980-020, Portugal",NA,"i2_inaturalist_5272"
"5275",42.7247687356,-7.3392829222,NA,"Apis mellifera",2020,9,12,"victoriacabaleiro","victoriacabaleiro",NA,NA,"Lugo, España",4,"i2_inaturalist_5275"
"5276",41.822517395,-8.3049087522,NA,"Bombus pascuorum",2020,9,12,"ceciliabouman","ceciliabouman",NA,NA,"Entre Ambos-Os-Rios, 4980-020, Portugal",NA,"i2_inaturalist_5276"
"5283",40.71628,-3.863444,NA,"Apis mellifera iberiensis",2018,6,17,"eduardoramirez-anapri","eduardoramirez-anapri",NA,NA,"embalse santillana",NA,"i2_inaturalist_5283"
"5285",40.6945016667,-3.713585,NA,"Apis mellifera iberiensis",2019,4,29,"eduardoramirez-anapri","eduardoramirez-anapri",NA,NA,"Comunidad de Madrid, ES-MD-MD, ES",NA,"i2_inaturalist_5285"
"5287",40.8710466667,-3.7655366667,NA,"Apis mellifera",2019,7,21,"eduardoramirez-anapri","eduardoramirez-anapri",NA,NA,"Comunidad de Madrid, ES-MD-MD, ES",NA,"i2_inaturalist_5287"
"5288",38.136405326,-8.4899386845,NA,"Amegilla quadrifasciata",2020,9,14,"paulomartins","paulomartins",NA,NA,"7570 Grândola, Portugal",15,"i2_inaturalist_5288"
"5291",41.4976641033,-8.2435645036,NA,"Apis mellifera",2020,5,7,"catarinapinheiro","catarinapinheiro",NA,NA,"4800 São Torcato, Portugal",61,"i2_inaturalist_5291"
"5292",39.837128663,-8.328676066,NA,"Amegilla quadrifasciata",2020,9,13,"paulomartins","paulomartins",NA,NA,"Figueiró dos Vinhos, 3260, Portugal",8,"i2_inaturalist_5292"
"5294",41.11554921,-7.65204271,NA,"Xylocopa violacea",2020,9,13,"nunosantos1973","nunosantos1973",NA,NA,"5110-069 Coura, Portugal",3,"i2_inaturalist_5294"
"5295",41.7793771054,-8.8610422611,NA,"Bombus terrestris",2019,7,15,"julianagalvao","julianagalvao",NA,NA,"Afife",2789,"i2_inaturalist_5295"
"5296",38.7670809216,-9.1705084965,NA,"Xylocopa violacea",2020,9,8,"dgclaro","dgclaro",NA,NA,"R. Prof. Prado Coelho, 1600-468 Lisboa, Portugal",5,"i2_inaturalist_5296"
"5298",39.2388076781,-9.3109197614,NA,"Apis mellifera",2020,9,11,"martamateus","martamateus",NA,NA,"Rua Francisco Rocha, Lote 27 R/C, Quinta de Santa Catarina, 2530-110 Lourinhã, Portugal",NA,"i2_inaturalist_5298"
"5299",37.8557867733,-8.7908447772,NA,"Bombus terrestris",2020,9,5,"ahleitao","ahleitao",NA,NA,"Sines, Portugal",122,"i2_inaturalist_5299"
"5300",41.1479325,-8.6197726944,NA,"Apis mellifera",2020,8,15,"danielcma","danielcma",NA,NA,"Hosp. Sto. António, 4050-522 Porto, Portugal",NA,"i2_inaturalist_5300"
"5301",41.2991398437,-6.8608004884,NA,"Bombus terrestris",2020,8,29,"jsvalenca","jsvalenca",NA,NA,"Mogadouro, Portugal",18998,"i2_inaturalist_5301"
"5302",40.824631,-3.961425,NA,"Xylocopa violacea",2016,7,31,"felipecastilla","felipecastilla",NA,NA,"Madrid: Rascafría, Centro de Interpretación Peñalara",6,"i2_inaturalist_5302"
"5303",40.858045,-3.707579,NA,"Xylocopa violacea",2017,3,19,"felipecastilla","felipecastilla",NA,NA,"Madrid: Bustarviejo, calle Prado de la Mata",668,"i2_inaturalist_5303"
"5304",40.4141877,-3.6970336,NA,"Xylocopa violacea",2018,4,27,"cristinavillaverde","cristinavillaverde",NA,NA,"Comunidad de Madrid, ES-MD-MD, ES",500,"i2_inaturalist_5304"
"5306",38.8140334,-9.2220743,NA,"Bombus ruderatus",2020,8,5,"celiamonteiro","celiamonteiro",NA,NA,"1685 Caneças, Portugal",2466,"i2_inaturalist_5306"
"5307",40.6385963303,-7.9127776395,NA,"Xylocopa cantabrita",2020,9,10,"carla303","carla303",NA,NA,"Viseu, Portugal",8,"i2_inaturalist_5307"
"5308",41.0660866667,-3.4969683333,NA,"Epeolus variegatus",2019,9,5,"mario_vega","mario_vega",NA,NA,"Comunidad de Madrid, Madrid, Spain",NA,"i2_inaturalist_5308"
"5311",41.0455398266,-7.1090052652,NA,"Apis mellifera",2015,2,25,"eduardorealinho","eduardorealinho",NA,NA,"5150 Castelo Melhor, Portugal",19,"i2_inaturalist_5311"
"5312",39.3057048576,-8.7372133881,NA,"Apis mellifera",2020,9,9,"diogoribeiro","diogoribeiro",NA,NA,"2005-076, Portugal",106,"i2_inaturalist_5312"
"5314",40.638628967,-7.9129016481,NA,"Xylocopa cantabrita",2020,9,9,"carla303","carla303",NA,NA,"Viseu, Portugal",2,"i2_inaturalist_5314"
"5316",37.7336833492,-8.795438036,NA,"Bombus pascuorum",2020,9,8,"ariana16","ariana16",NA,NA,"Parque Natural do Sudoeste Alentejano e Costa Vicentina, Odemira, Beja, PT",522,"i2_inaturalist_5316"
"5317",40.5305333333,-3.7904416667,NA,"Amegilla quadrifasciata",2020,9,7,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Mingorrubio, El Pardo, Madrid, España",NA,"i2_inaturalist_5317"
"5318",40.53052,-3.7904333333,NA,"Amegilla quadrifasciata",2020,9,7,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Mingorrubio, El Pardo, Madrid, España",NA,"i2_inaturalist_5318"
"5319",40.5305233333,-3.7904333333,NA,"Amegilla quadrifasciata",2020,9,7,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Mingorrubio, El Pardo, Madrid, España",NA,"i2_inaturalist_5319"
"5320",40.5305266667,-3.79043,NA,"Amegilla quadrifasciata",2020,9,7,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Mingorrubio, El Pardo, Madrid, España",NA,"i2_inaturalist_5320"
"5321",37.107820253,-3.7230005345,NA,"Apis mellifera",2020,9,8,"itgranada","itgranada",NA,NA,"Granada, ES-AN, ES",13,"i2_inaturalist_5321"
"5322",38.4376293927,-9.1139960406,NA,"Bombus terrestris",2020,8,29,"tiagojrc","tiagojrc",NA,NA,"Castelo, 2970, Portugal",495,"i2_inaturalist_5322"
"5325",42.3913916479,-8.9265948856,NA,"Xylocopa violacea",2020,9,6,"yagocm","yagocm",NA,NA,"Pontevedra, España",4,"i2_inaturalist_5325"
"5326",39.3507814261,-7.3044329882,NA,"Xylocopa cantabrita",2020,8,23,"zefontes","zefontes",NA,NA,"10514 Valencia de Alcántara, Cáceres, Spain",52,"i2_inaturalist_5326"
"5327",39.3482187,-7.4078995,NA,"Amegilla quadrifasciata",2020,9,6,"tjrf","tjrf",NA,NA,"Alvarrões, 7330 Marvão, Portugal",1677,"i2_inaturalist_5327"
"5329",38.8371240634,-9.0908171923,NA,"Xylocopa violacea",2020,9,5,"soniaferreirai","soniaferreirai",NA,NA,"Santa Iria de Azoia, Portugal",4,"i2_inaturalist_5329"
"5330",38.8371078199,-9.0908105795,NA,"Bombus pascuorum",2020,9,5,"soniaferreirai","soniaferreirai",NA,NA,"Santa Iria de Azoia, Portugal",4,"i2_inaturalist_5330"
"5332",38.645255,-9.04974167,NA,"Xylocopa violacea",2020,9,6,"pecardoso","pecardoso",NA,NA,"Estrada da Amizade, Barreiro, Setúbal, PT",5,"i2_inaturalist_5332"
"5333",40.2024042634,-7.8947589622,NA,"Xylocopa violacea",2019,5,15,"josecosta1","josecosta1",NA,NA,"Portugal",10,"i2_inaturalist_5333"
"5334",38.8542433333,-9.3521716667,NA,"Bombus pascuorum",2020,7,9,"hecosta","hecosta",NA,NA,"Ribeira de Cabrela, Sintra, Portugal",NA,"i2_inaturalist_5334"
"5335",40.5004066667,-3.766105,NA,"Bombus lucorum",2020,6,23,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"El Pardo, Madrid, España",NA,"i2_inaturalist_5335"
"5336",40.500385,-3.7660666667,NA,"Bombus lucorum",2020,6,23,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"El Pardo, Madrid, España",NA,"i2_inaturalist_5336"
"5337",40.500365,-3.76608,NA,"Bombus terrestris",2020,6,23,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"El Pardo, Madrid, España",NA,"i2_inaturalist_5337"
"5339",39.6955249831,-8.2900182344,NA,"Apis mellifera",2020,9,5,"rimava","rimava",NA,NA,"Rua Doutor António Baião, Ferreira do Zêzere, Santarém, PT",5,"i2_inaturalist_5339"
"5340",36.9844883483,-3.5725652799,NA,"Apis mellifera",2020,9,4,"aggranada","aggranada",NA,NA,"18650 Dúrcal, Granada, España",21,"i2_inaturalist_5340"
"5341",40.6380437095,-7.9120926263,NA,"Bombus pascuorum",2020,9,4,"carla303","carla303",NA,NA,"Viseu, Portugal",4,"i2_inaturalist_5341"
"5342",36.9840804604,-3.5785291716,NA,"Amegilla quadrifasciata",2020,9,4,"aggranada","aggranada",NA,NA,"18650 Dúrcal, Granada, España",17,"i2_inaturalist_5342"
"5343",39.3482187,-7.4078995,NA,"Apis mellifera",2020,9,3,"tjrf","tjrf",NA,NA,"Alvarrões, 7330 Marvão, Portugal",1677,"i2_inaturalist_5343"
"5345",41.0031481428,-8.5629069407,NA,"Xylocopa violacea",2020,9,3,"marconunes","marconunes",NA,NA,"4535 Mozelos, Portugal",41,"i2_inaturalist_5345"
"5352",42.98434013,-7.09501262,NA,"Bombus pascuorum",2020,8,9,"manucernadas","manucernadas",NA,NA,"Lugo, España",NA,"i2_inaturalist_5352"
"5354",38.7870734133,-9.1763929844,NA,"Xylocopa violacea",2020,4,11,"americoguerreiro","americoguerreiro",NA,NA,"Odivelas, Portugal",31,"i2_inaturalist_5354"
"5356",40.6996355585,-7.8784718662,NA,"Xylocopa violacea",2020,9,1,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",77,"i2_inaturalist_5356"
"5357",41.154059,-8.6424053,NA,"Xylocopa violacea",2018,4,14,"danielcma","danielcma",NA,NA,"Rua do Campo Alegre, 4150-181 Porto, Portugal",188,"i2_inaturalist_5357"
"5358",42.2722039996,-8.8556360001,NA,"Xylocopa violacea",2020,8,26,"jesustizon","jesustizon",NA,NA,"Pontevedra, España",NA,"i2_inaturalist_5358"
"5359",40.5338983333,-3.6819066667,NA,"Apis mellifera",2020,8,30,"angel_fernandez_cancio","angel_fernandez_cancio",NA,NA,"Monte de Valdelatas, El Goloso, Madrid, España",NA,"i2_inaturalist_5359"
"5360",40.5006007468,-3.7661531412,NA,"Amegilla quadrifasciata",2020,8,30,"jorgeural","jorgeural",NA,NA,"El Pardo, 28048 Madrid, España",74,"i2_inaturalist_5360"
"5361",39.7268030575,-8.3781877621,NA,"Bombus terrestris",2020,8,29,"americoguerreiro","americoguerreiro",NA,NA,"Ferreira do Zêzere, 2240, Portugal",242,"i2_inaturalist_5361"
"5363",38.7033333,-9.2541667,NA,"Xylocopa violacea",2020,8,23,"radhikarajan","radhikarajan",NA,NA,"1495 Algés, Portugal",141,"i2_inaturalist_5363"
"5365",37.9443447,-7.5978743,NA,"Apis mellifera",2020,8,30,"rfmc","rfmc",NA,NA,"7830 Serpa, Portugal",2405,"i2_inaturalist_5365"
"5371",40.6800507667,-7.8852801158,NA,"Apis mellifera",2020,8,30,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",44,"i2_inaturalist_5371"
"5372",40.692339243,-7.8725485537,NA,"Apis mellifera",2020,8,29,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",44,"i2_inaturalist_5372"
"5374",40.4083140937,-7.7114797007,NA,"Bombus pascuorum",2020,8,13,"jorgepgomes","jorgepgomes",NA,NA,"6270 São Romão, Portugal",8,"i2_inaturalist_5374"
"5375",40.4082641582,-7.711257827,NA,"Xylocopa violacea",2020,8,11,"jorgepgomes","jorgepgomes",NA,NA,"6270 São Romão, Portugal",8,"i2_inaturalist_5375"
"5376",42.28807833,-8.72001333,NA,"Apis mellifera",2020,4,22,"teknikdma","teknikdma",NA,NA,"Calle de la Playa, Moaña, Galicia, ES",8,"i2_inaturalist_5376"
"5377",41.795045,-8.530775,NA,"Xylocopa violacea",2020,8,13,"carlos2b","carlos2b",NA,NA,"Ponte de Lima, 4990, Portugal",NA,"i2_inaturalist_5377"
"5378",37.2041737008,-8.421185314,NA,"Apis mellifera",2016,5,14,"luisfssantos","luisfssantos",NA,NA,"Silves, Portugal",2,"i2_inaturalist_5378"
"5379",41.2316607831,-8.6901673631,NA,"Bombus terrestris",2017,3,1,"luisfssantos","luisfssantos",NA,NA,"4455 Perafita, Portugal",54,"i2_inaturalist_5379"
"5380",41.2316607831,-8.6901673631,NA,"Bombus pascuorum",2017,4,15,"luisfssantos","luisfssantos",NA,NA,"4455 Perafita, Portugal",54,"i2_inaturalist_5380"
"5381",37.2011234443,-8.6988681501,NA,"Bombus terrestris",2017,5,6,"luisfssantos","luisfssantos",NA,NA,"Lagos, 8600, Portugal",191,"i2_inaturalist_5381"
"5382",37.2040156113,-8.4187445037,NA,"Xylocopa violacea",2017,5,13,"luisfssantos","luisfssantos",NA,NA,"Silves, Portugal",11,"i2_inaturalist_5382"
"5383",41.2314802727,-8.6900428559,NA,"Bombus pascuorum",2017,7,21,"luisfssantos","luisfssantos",NA,NA,"4455 Perafita, Portugal",4,"i2_inaturalist_5383"
"5384",38.106075905,-3.9675852525,NA,"Bombus terrestris",2020,8,27,"javilopez84","javilopez84",NA,NA,"Carretera del Santuario, Andújar, Andalucía, ES",11,"i2_inaturalist_5384"
"5385",39.7694969175,-8.2635192869,NA,"Xylocopa violacea",2020,8,27,"jts14","jts14",NA,NA,"Sertã, PT-CB, PT",NA,"i2_inaturalist_5385"
"5387",40.650536722,-7.9511882293,NA,"Bombus pascuorum",2020,8,27,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",100,"i2_inaturalist_5387"
"5388",37.2826691815,-8.9919985782,NA,"Bombus pascuorum",2020,8,26,"isabel-g","isabel-g",NA,NA,"Portugal",374,"i2_inaturalist_5388"
"5391",43.2065546221,-8.3731266484,NA,"Xylocopa violacea",2020,8,26,"freixedo","freixedo",NA,NA,"San Pedro de Quembre, A Coruña, España",251,"i2_inaturalist_5391"
"5392",38.8368424861,-9.0921434021,NA,"Bombus pascuorum",2020,8,26,"soniaferreirai","soniaferreirai",NA,NA,"Santa Iria de Azoia, Portugal",4,"i2_inaturalist_5392"
"5394",40.6081575582,-7.9258348172,NA,"Apis mellifera",2020,8,25,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",44,"i2_inaturalist_5394"
"5396",39.91370099,-8.19176734,NA,"Xylocopa violacea",2020,8,25,"raquel_ribeiro","raquel_ribeiro",NA,NA,"Pedrógão Grande, 3270, Portugal",12,"i2_inaturalist_5396"
"5399",39.6012597825,-8.4167225221,NA,"Xylocopa violacea",2020,8,24,"pedroandrade","pedroandrade",NA,NA,"2300 Tomar, Portugal",2,"i2_inaturalist_5399"
"5400",42.28813833,-8.72006333,NA,"Apis mellifera",2020,4,22,"teknikdma","teknikdma",NA,NA,"Calle de la Playa, Moaña, Galicia, ES",20,"i2_inaturalist_5400"
"5402",38.7899513395,-9.2584241894,NA,"Bombus terrestris",2020,5,24,"americoguerreiro","americoguerreiro",NA,NA,"Belas, Portugal",590,"i2_inaturalist_5402"
"5404",39.0763522224,-8.170286268,NA,"Xylocopa violacea",2020,8,24,"dgclaro","dgclaro",NA,NA,"7425-130 Montargil, Portugal",9,"i2_inaturalist_5404"
"5405",37.3711441242,-8.7805974483,NA,"Apis mellifera",NA,NA,NA,"biogo","biogo",NA,NA,"Camarate, 8670, Portugal",17,"i2_inaturalist_5405"
"5406",40.6181226244,-7.8868001719,NA,"Apis mellifera",2020,8,24,"rmribeiro","rmribeiro",NA,NA,"Viseu, PT",7,"i2_inaturalist_5406"
"5407",37.0187961333,-4.5514941216,NA,"Amegilla quadrifasciata",2020,8,23,"susanne-kasimir","susanne-kasimir",NA,NA,"29200 Antequera, Provinz Málaga, Spanien",15,"i2_inaturalist_5407"
"5408",37.0123388345,-4.5542225242,NA,"Amegilla quadrifasciata",2020,8,23,"susanne-kasimir","susanne-kasimir",NA,NA,"Henchidero, Antequera, Provinz Málaga, Spanien",8,"i2_inaturalist_5408"
"5409",40.2719075414,-7.6222663745,NA,"Xylocopa cantabrita",2020,8,21,"vascoduarte","vascoduarte",NA,NA,"Unhais da Serra",8415,"i2_inaturalist_5409"
"5410",39.3482187,-7.4078995,NA,"Apis mellifera",2020,8,23,"rfmc","rfmc",NA,NA,"Alvarrões, 7330 Marvão, Portugal",1677,"i2_inaturalist_5410"
"5411",40.1642478439,-8.877463407,NA,"Apis mellifera",2020,8,19,"danielafonseca","danielafonseca",NA,NA,"3080 Buarcos, Portugal",14,"i2_inaturalist_5411"
"5412",38.9043669,-9.4086322,NA,"Xylocopa violacea",2020,8,23,"maremimar","maremimar",NA,NA,"Assafora, 2705 São João das Lampas, Portugal",1688,"i2_inaturalist_5412"
