Species;author;Country;Longitude;Latitude;Year;Month;Day;Start.date;End.date;Coll../.source
albomaculatus;(LUCAS);SPAIN;W03.39;N37.16;NA;NA;NA;26-05-1983;27-05-1983;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W03.42;N40.25;1956;06;11;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
albomaculatus;(LUCAS);SPAIN;W03.42;N37.15;1988;05;11;NA;NA;J. Ortiz-Sanchez
albomaculatus;(LUCAS);SPAIN;W03.48;N40.38;1979;06;03;NA;NA;Natural History Museum, London
albomaculatus;(LUCAS);SPAIN;W03.54;N37.03;1983;05;28;NA;NA;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W03.57;N40.21;2013;06;04;NA;NA;Liebig
albomaculatus;(LUCAS);SPAIN;W04.04;N40.30;2013;06;04;NA;NA;Liebig
albomaculatus;(LUCAS);SPAIN;W04.07;N40.35;1981;05;NA;NA;NA;ETH Zürich, Entomologische Sammlungen
albomaculatus;(LUCAS);SPAIN;W04.26;N40.23;2010;05;26;NA;NA;Prosi
albomaculatus;(LUCAS);SPAIN;W04.28;N36.40;1983;04;17;NA;NA;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W04.30;N36.36;NA;NA;NA;10-04-1983;14-04-1983;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W04.43;N41.39;NA;NA;NA;06-07-1975;08-07-1975;USDA, Logan, Utah
albomaculatus;(LUCAS);SPAIN;W04.45;N36.30;NA;NA;NA;21-04-1983;22-04-1983;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W04.45;N41.39;1974;05;26;NA;NA;USDA, Logan, Utah
albomaculatus;(LUCAS);SPAIN;W05.01;N42.22;1967;06;27;NA;NA;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W05.11;N36.51;1985;05;20;NA;NA;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W05.12;N40.22;1983;06;06;NA;NA;National Museum of Natural History, Leiden
albomaculatus;(LUCAS);SPAIN;W05.23;N41.36;1982;06;28;NA;NA;USDA, Logan, Utah
albomaculatus;(LUCAS);SPAIN;W05.23;N40.20;1961;06;23;NA;NA;National Museum of Natural History, Leiden
brevigena;NOSKIEWICZ ;PORTUGAL;W08.25;N37.10;2012;04;20;NA;NA;Kuhlmann
brevigena;NOSKIEWICZ ;PORTUGAL;W08.47;N37.43;2012;05;20;NA;NA;Baldock
brevigena;NOSKIEWICZ;PORTUGAL;W08.48;N37.18;NA;NA;NA;01-05-2016;09-05-2016;Baldock
brevigena;NOSKIEWICZ;PORTUGAL;W08.55;N37.05;2017;05;14;NA;NA;D. Baldock
brevigena;NOSKIEWICZ;SPAIN;E03.12;N39.34;1890;05;NA;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
brevigena;NOSKIEWICZ;SPAIN;E04.00;N40.00;2013;05;31;NA;NA;D. Baldock
brevigena;NOSKIEWICZ;SPAIN;E04.10;N39.51;2014;05;19;NA;NA;D. Baldock
brevigena;NOSKIEWICZ;SPAIN;W01.26;N40.24;1963;09;27;NA;NA;Zoölogisch Museum Amsterdam
brevigena;NOSKIEWICZ;SPAIN;W03.41;N36.44;1983;09;08;NA;NA;National Museum of Natural History, Leiden
brevigena;NOSKIEWICZ;SPAIN;W03.52;N36.44;1982;10;10;NA;NA;National Museum of Natural History, Leiden/Kuhlmann(1m)
brevigena;NOSKIEWICZ;SPAIN;W06.15;N36.28;1965;04;25;NA;NA;Museum Luzern
canescens;SMITH;SPAIN;W00.57;N38.05;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
carinatus;RADOSZKOWSKI;SPAIN;W03.23.05;N37.04.10;1999;07;16;NA;NA;Kuhlmann
collaris;DOURS;SPAIN;E02.10;N41.22;1894;10;NA;NA;NA;(WESTRICH 1997)
collaris;DOURS;SPAIN;E02.10;N41.22;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
collaris;DOURS;SPAIN;E02.10;N41.22;1894;10;NA;NA;NA;American Museum of Natural History
collaris;DOURS;SPAIN;E02.37;N39.42;2008;10;01;NA;NA;Fuhrmann
collaris;DOURS;SPAIN;E02.40;N41.38;1995;09;25;NA;NA;Zoölogisch Museum Amsterdam
collaris;DOURS;SPAIN;E02.50;N39.41;2014;10;23;NA;NA;Baldock
collaris;DOURS;SPAIN;E02.59;N41.46;1961;10;08;NA;NA;(WESTRICH 1997)
collaris;DOURS;SPAIN;E03.00;N39.30;1988;09;01;NA;NA;(WESTRICH 1997)
collaris;DOURS;SPAIN;E03.00;N39.30;1977;10;10;NA;NA;(WESTRICH 1997)
collaris;DOURS;SPAIN;E03.00;N39.30;1977;10;10;NA;NA;Kuhlmann
collaris;DOURS;SPAIN;E03.00;N39.30;2003;09;21;NA;NA;Natural History Museum, London
collaris;DOURS;SPAIN;E03.00;N39.30;2003;09;20;NA;NA;Natural History Museum, London
collaris;DOURS;SPAIN;E03.00;N39.30;1973;10;13;NA;NA;Zoölogisch Museum Amsterdam
collaris;DOURS;SPAIN;E03.03;N41.57;1974;10;16;NA;NA;(WESTRICH 1997)
collaris;DOURS;SPAIN;E03.08;N39.46;2010;10;04;NA;NA;Baldock
collaris;DOURS;SPAIN;E03.08;N39.46;2010;10;02;NA;NA;Baldock
collaris;DOURS;SPAIN;E03.10;N39.40;1974;10;03;NA;NA;National Museum of Natural History, Leiden/Kuhlmann(2m, 2w)
collaris;DOURS;SPAIN;E04.04;N39.57;1991;10;06;NA;NA;Kuhlmann
collaris;DOURS;SPAIN;E04.16;N39.57;2009;09;12;NA;NA;D. Baldock
cunicularius;(LINNAEUS);SPAIN;E03.14.42;N42.11.04;2019;05;12;NA;NA;Wim Klein, Naturalis
cunicularius;(LINNAEUS);SPAIN;W00.53;N41.39;1898;04;21;NA;NA;(NOSKIEWICZ 1936)
cunicularius;(LINNAEUS);SPAIN;W02.21;N39.45;NA;NA;NA;NA;NA;(WARNCKE 1978)
cunicularius;(LINNAEUS);SPAIN;W03.35;N43.00;1984;04;24;NA;NA;Zoölogisch Museum Amsterdam/Kuhlmann(2w, 2m)
cunicularius;(LINNAEUS);SPAIN;W03.36;N40.01;1971;05;20;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
cunicularius;(LINNAEUS);SPAIN;W06.11;N36.28;1907;04;22;NA;NA;(NOSKIEWICZ 1936)
daviesanus;SMITH;PORTUGAL;W08.17;N37.07;2009;07;15;NA;NA;Kuhlmann
dimidiatus;BRULLÉ;SPAIN;W15.23;N27.51;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W15.25;N28.07;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W15.27;N27.54;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLE;SPAIN;W15.33;N27.52;1976;11;06;NA;NA;USDA, Logan, Utah
dimidiatus;BRULLÉ;SPAIN;W15.33;N28.04;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLE;SPAIN;W15.34;N27.46;1996;01;21;NA;NA;OÖ Landesmuseum, Linz
dimidiatus;BRULLÉ;SPAIN;W15.34;N27.46;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W15.42;N28.03;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W16.11;N28.30;1964;01;05;NA;NA;National Museum of Natural History, Leiden
dimidiatus;BRULLÉ;SPAIN;W16.13;N28.33;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W16.15;N28.27;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRÚLLE;SPAIN;W16.17;N28.31;1989;09;26;NA;NA;Risch
dimidiatus;BRULLE;SPAIN;W16.20;N28.32;NA;NA;NA;18-07-1969;06-08-1969;Wolf
dimidiatus;BRULLE;SPAIN;W16.29;N28.19;1978;05;17;NA;NA;USDA, Logan, Utah/Kuhlmann (1w, 1m)
dimidiatus;BRULLE;SPAIN;W16.29;N28.19;1978;05;15;NA;NA;USDA, Logan, Utah/Kuhlmann (2w, 2m)
dimidiatus;BRULLÉ;SPAIN;W16.31;N28.07;2010;04;04;NA;NA;Liebig
dimidiatus;BRULLÉ;SPAIN;W16.32;N28.02;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W16.33;N28.17;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRÚLLE;SPAIN;W16.38;N28.09;1977;04;04;NA;NA;Kuhlmann
dimidiatus;BRÚLLE;SPAIN;W16.38;N28.09;1977;04;04;NA;NA;Risch
dimidiatus;BRULLE;SPAIN;W16.38;N28.09;1977;04;04;NA;NA;Wolf
dimidiatus;BRULLÉ;SPAIN;W16.38;N28.09;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W16.43;N28.02;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLE;SPAIN;W16.50;N28.17;1989;10;02;NA;NA;Schwenninger
dimidiatus;BRULLÉ;SPAIN;W16.50;N28.18;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W16.50;N28.21;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.11;N28.10;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.15;N28.10;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.17;N28.11;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.45;N28.45;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.46.21;N28.45.33;2010;10;08;NA;NA;Liebig
dimidiatus;BRULLÉ;SPAIN;W17.50;N28.29;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.55;N27.48;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.55;N28.39;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.55;N28.38;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.56;N28.49;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W17.58;N27.41;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W18.01;N27.44;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dimidiatus;BRULLÉ;SPAIN;W18.06;N27.44;NA;NA;NA;NA;NA;Hohmann et al. (1993)
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W07.39;N37.07;2009;07;NA;NA;NA;Baldock
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W07.46;N37.21;2015;07;28;NA;NA;Kuhlmann
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.47;N38.07;2018;08;07;NA;NA;Kuhlmann
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.48;N37.18;2009;07;17;NA;NA;Baldock/Kuhlmann(1w)
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.48;N38.04;2016;07;20;NA;NA;Howe / Baldock / Kuhlmann (2m)
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.51;N37.20;2015;07;25;NA;NA;Howe / Baldock / Kuhlmann (1w)
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.54;N37.11;2015;09;20;NA;NA;Baldock
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W08.55;N37.12;2001;08;09;NA;NA;Schmid-Egger/Kuhlmann(1m, 2w)
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W09.03;N39.35;2015;08;19;NA;NA;Baldock
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W09.11;N38.34;2019;08;03;NA;NA;T.Wood
dinizi;KUHLMANN, ORTIZ & ORNOSA;PORTUGAL;W09.25;N38.42;1982;07;07;NA;NA;Natural History Museum, London/Kuhlmann(1m, 2w)
dusmeti;NOSKIEWICZ;PORTUGAL;W07.27;N37.11;1966;09;02;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;PORTUGAL;W08.05;N37.04;1970;06;07;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;PORTUGAL;W08.20;N37.06;2011;06;11;NA;NA;Baldock/Kuhlmann(1w, 1m)
dusmeti;NOSKIEWICZ;PORTUGAL;W08.29;N37.29;1960;09;20;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;PORTUGAL;W08.40;N40.35;NA;NA;NA;15-08-1984;16-08-1984;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;PORTUGAL;W08.44;N40.39;1961;07;13;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;PORTUGAL;W08.46;N37.25;2010;07;24;NA;NA;Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.46;N37.25;2010;07;25;NA;NA;Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.46;N37.25;2010;07;26;NA;NA;Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.47;N37.43;2014;09;21;NA;NA;D. Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.47;N38.07;2016;07;24;NA;NA;Howe / Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.47;N38.07;2016;07;27;NA;NA;Howe / Baldock / Kuhlmann (1w)
dusmeti;NOSKIEWICZ;PORTUGAL;W08.47;N40.28;2018;07;26;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;PORTUGAL;W08.47;N38.07;2018;08;07;NA;NA;Howe / Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.52;N37.12;2014;09;18;NA;NA;D. Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.53;N37.57;1969;07;26;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;PORTUGAL;W08.54;N37.11;2016;07;29;NA;NA;Howe / Baldock
dusmeti;NOSKIEWICZ;PORTUGAL;W08.56;N39.52;NA;NA;NA;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;PORTUGAL;W09.08;N38.42;1953;06;21;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;PORTUGAL;W09.08;N38.32;2019;08;04;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;PORTUGAL;W09.13;N38.40;1951;07;01;NA;NA;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;PORTUGAL;W09.25;N38.42;1953;06;10;NA;NA;Museo Zoologico de Coimbra/Kuhlmann
dusmeti;NOSKIEWICZ;PORTUGAL;W09.25;N38.42;1954;07;04;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;SPAIN;E00.02;N38.43;1997;09;27;NA;NA;Scheuchl
dusmeti;NOSKIEWICZ;SPAIN;E01.14;N41.07;NA;NA;NA;16-06-1966;28-06-1966;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;SPAIN;E03.00;N39.30;NA;NA;NA;01-06-1954;24-06-1954;National Museum of Natural History, Leiden/Kuhlmann(2m)
dusmeti;NOSKIEWICZ;SPAIN;E03.00;N39.30;2003;09;24;NA;NA;Natural History Museum, London/Kuhlmann(1w)
dusmeti;NOSKIEWICZ;SPAIN;E03.02;N39.43;2009;06;09;NA;NA;Baldock
dusmeti;NOSKIEWICZ;SPAIN;E03.06;N42.08;1955;08;07;NA;NA;NHM
dusmeti;NOSKIEWICZ;SPAIN;E03.07;N39.46;NA;NA;NA;03-07-1975;09-07-1975;Natural History Museum, London/Kuhlmann (2m, 1w)
dusmeti;NOSKIEWICZ;SPAIN;E03.08.06;N39.46.49;2009;05;24;;;Baldock
dusmeti;NOSKIEWICZ;SPAIN;E03.08.12;N39.51.53;NA;NA;NA;18-06-2010;25-06-2010;Schwenninger
dusmeti;NOSKIEWICZ;SPAIN;E03.13;N39.22;2012;09;24;NA;NA;D. Baldock
dusmeti;NOSKIEWICZ;SPAIN;W00.07;N38.32;1978;09;15;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;SPAIN;W00.07;N38.32;1959;06;20;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;SPAIN;W00.16;N39.35;1943;06;13;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;SPAIN;W00.17;N39.35;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W00.21;N39.28;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W00.21;N39.28;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W00.21;N39.28;NA;NA;NA;NA;NA;O.Ö. Landesmuseum, Linz (Coll. Warncke)
dusmeti;NOSKIEWICZ;SPAIN;W00.25;N39.30;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W00.42;N38.15;1964;11;02;NA;NA;O.Ö. Landesmuseum, Linz (Coll. Warncke)
dusmeti;NOSKIEWICZ;SPAIN;W00.57;N38.05;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W01.10;N39.32;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
dusmeti;NOSKIEWICZ;SPAIN;W01.25;N37.51;2004;10;20;NA;NA;Schmid-Egger
dusmeti;NOSKIEWICZ;SPAIN;W01.49;N37.11;1978;07;19;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;SPAIN;W01.53;N37.09;1991;10;11;NA;NA;J. Ortiz-Sanchez
dusmeti;NOSKIEWICZ;SPAIN;W02.20.51;N36.50.58;1995;06;04;NA;NA;Université de Mons Hainaut, Mons
dusmeti;NOSKIEWICZ;SPAIN;W02.27;N36.56;1983;10;09;NA;NA;National Museum of Natural History, Leiden/Kuhlmann(1m, 1w)
dusmeti;NOSKIEWICZ;SPAIN;W02.42.05;N36.41.39;1995;06;06;NA;NA;Université de Mons Hainaut, Mons
dusmeti;NOSKIEWICZ;SPAIN;W02.47;N36.42;1989;10;13;NA;NA;J. Ortiz-Sanchez
dusmeti;NOSKIEWICZ;SPAIN;W02.49;N36.47;1992;05;28;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;SPAIN;W02.49;N36.47;1992;10;06;NA;NA;Museo Zoologico de Coimbra
dusmeti;NOSKIEWICZ;SPAIN;W03.25;N39.14;1961;06;12;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;SPAIN;W03.31;N36.45;2007;07;13;NA;NA;Smit
dusmeti;NOSKIEWICZ;SPAIN;W03.52;N36.44;1982;10;10;NA;NA;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;SPAIN;W04.27;N36.40;1962;06;05;NA;NA;Zoölogisch Museum Amsterdam/Kuhlmann(2w)
dusmeti;NOSKIEWICZ;SPAIN;W04.27;N36.40;1962;06;06;NA;NA;Zoölogisch Museum Amsterdam/Kuhlmann(2w)
dusmeti;NOSKIEWICZ;SPAIN;W04.30;N36.37;1982;05;23;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;SPAIN;W04.31;N36.35;1972;10;13;NA;NA;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;SPAIN;W04.37;N36.32;1962;06;NA;NA;NA;ETH Zürich, Entomologische Sammlungen
dusmeti;NOSKIEWICZ;SPAIN;W04.38;N36.32;1963;06;24;NA;NA;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;SPAIN;W04.50;N36.30;1970;05;26;NA;NA;Zoölogisch Museum Amsterdam
dusmeti;NOSKIEWICZ;SPAIN;W06.18;N37.14;1969;07;13;NA;NA;Kuhlmann
dusmeti;NOSKIEWICZ;SPAIN;W06.24;N36.49;1952;09;26;NA;NA;National Museum of Natural History, Leiden
dusmeti;NOSKIEWICZ;SPAIN;W06.42.48;N37.06.07;2011;07;21;NA;NA;Smit
dusmeti;NOSKIEWICZ;SPAIN;W06.44.18;N37.09.37;2011;07;16;NA;NA;Smit
eous;MORICE;PORTUGAL;W07.42;N37.05;2015;06;14;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.08;N37.04;2001;08;06;NA;NA;Schmid-Egger
eous;MORICE;PORTUGAL;W08.17;N37.07;2009;07;15;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.27.20;N37.05.47;1988;06;20;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.40;N40.35;NA;NA;NA;15-08-1984;16-08-1984;Zoölogisch Museum Amsterdam
eous;MORICE;PORTUGAL;W08.40;N37.06;2015;09;16;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.45;N41.26;2013;08;14;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W08.46;N37.25;2009;07;NA;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.46;N37.25;2010;07;24;NA;NA;Baldock/Kuhlmann(1w, 1m)
eous;MORICE;PORTUGAL;W08.46;N37.25;2010;07;25;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.46;N37.25;2010;07;26;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.46;N37.25;2011;05;25;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.47;N37.30;2012;07;18;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W08.47;N37.30;2012;07;16;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W08.48;N37.18;2009;07;17;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.48;N37.04;2015;09;21;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.48;N37.04;2016;05;21;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.48;N37.04;2016;09;21;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W08.49;N37.04;2010;10;10;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.53;N37.11;2009;07;NA;NA;NA;Baldock
eous;MORICE;PORTUGAL;W08.54;N37.11;1995;05;13;NA;NA;Kuhlmann
eous;MORICE;PORTUGAL;W08.54;N37.11;1995;05;08;NA;NA;Schwarz/Kuhlmann
eous;MORICE;PORTUGAL;W08.54;N38.28;1995;08;04;NA;NA;Burger
eous;MORICE;PORTUGAL;W08.54;N37.11;2014;09;16;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W08.54;N37.11;2015;09;17;NA;NA;Kuhlmann
eous;MORICE;PORTUGAL;W08.54;N37.11;2016;09;15;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W09.03;N39.35;2015;08;19;NA;NA;Baldock
eous;MORICE;PORTUGAL;W09.03;N39.35;2015;08;21;NA;NA;Baldock
eous;MORICE;PORTUGAL;W09.06;N38.26;2011;06;03;NA;NA;Baldock
eous;MORICE;PORTUGAL;W09.08;N38.38;2016;07;18;NA;NA;D. Baldock
eous;MORICE;PORTUGAL;W09.13;N38.25;NA;NA;NA;04-06-2011;05-06-2011;Baldock
eous;MORICE;PORTUGAL;W09.25;N38.42;1982;07;07;NA;NA;Natural History Museum, London
eous;MORICE;PORTUGAL;W25.08;N36.57;1972;07;NA;NA;NA;Snow Entomological Museum, Lawrence (Kansas)
eous;MORICE;PORTUGAL;W25.49;N37.53;2004;07;24;NA;NA;Kroupa
eous;MORICE;SPAIN;W00.35;N40.07;2012;07;22;NA;NA;Ortiz-Sanchez
eous;MORICE;SPAIN;W01.35;N37.50;1991;08;03;NA;NA;J. Ortiz-Sanchez
eous;MORICE;SPAIN;W02.12;N43.18;2009;08;05;NA;NA;Ortiz-Sanchez
eous;MORICE;SPAIN;W02.41;N36.59;1991;09;12;NA;NA;J. Ortiz-Sanchez
eous;MORICE;SPAIN;W03.03;N37.09;1985;07;23;NA;NA;Kuhlmann
eous;MORICE;SPAIN;W03.08;N36.59;1991;07;28;NA;NA;J. Ortiz-Sanchez
eous;MORICE;SPAIN;W03.38;N36.49;1988;07;03;NA;NA;Kuhlmann
eous;MORICE;SPAIN;W04.01;N40.43;1974;08;13;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
eous;MORICE;SPAIN;W04.11;N40.52;2019;07;19;NA;NA;T.Wood
eous;MORICE;SPAIN;W04.20;N37.01;2006;07;19;NA;NA;Smit/Kuhlmann(2m)
eous;MORICE;SPAIN;W04.29;N36.40;1982;06;11;NA;NA;Kuhlmann
eous;MORICE;SPAIN;W04.29;N40.25;2008;07;27;NA;NA;J. Ortiz-Sanchez
eous;MORICE;SPAIN;W04.57.34;N36.47.12;2010;08;08;NA;NA;Smit
eous;MORICE;SPAIN;W04.59.43;N36.47.23;2010;08;03;NA;NA;Smit
eous;MORICE;SPAIN;W05.09;N36.44;2006;07;12;NA;NA;Smit
eous;MORICE;SPAIN;W05.12.46;N36.49.12;2017;06;10;NA;NA;Smit
eous;MORICE;SPAIN;W05.22;N36.45;1985;07;04;NA;NA;Zoölogisch Museum Amsterdam
eous;MORICE;SPAIN;W05.57;N36.15;2008;07;13;NA;NA;Smit
eous;MORICE;SPAIN;W06.42.59;N37.14.47;2011;07;29;NA;NA;Smit
eous;MORICE;SPAIN;W06.44.33;N37.16.05;2011;07;23;NA;NA;Smit
eous;MORICE;SPAIN;W07.41;N42.30;1988;07;04;NA;NA;Kuhlmann
escalerai;NOSKIEWICZ;PORTUGAL;W07.27;N37.11;NA;NA;NA;12-03-1999;19-03-1999;Kuhlmann
escalerai;NOSKIEWICZ;SPAIN;W05.35;N36.01;NA;NA;NA;06-03-1990;13-03-1990;Kuhlmann
escalerai;NOSKIEWICZ;SPAIN;W06.05;N36.16;2014;03;11;NA;NA;Baldock
escalerai;NOSKIEWICZ;SPAIN;W06.11;N36.28;1974;03;16;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
escalerai;NOSKIEWICZ;SPAIN;W07.07;N37.13;2012;03;12;NA;NA;Baldock
floralis;EVERSMANN;SPAIN;E01.00;N42.39;1988;08;07;NA;NA;Ebmer/Kuhlmann(1m/1w)
floralis;EVERSMANN;SPAIN;E01.40;N42.20;1925;08;01;NA;NA;Museo Nacional de Ciencias Naturales, Madrid
floralis;EVERSMANN;SPAIN;W00.17;N42.43;NA;NA;NA;NA;NA;(NOSKIEWICZ 1936)
floralis;EVERSMANN;SPAIN;W03.22;N37.04;1982;08;05;NA;NA;Ebmer
floralis;EVERSMANN;SPAIN;W03.22.54;N37.03.32;1999;07;16;NA;NA;Kuhlmann
floralis;EVERSMANN;SPAIN;W04.48;N43.08;1988;08;04;NA;NA;Ebmer
fodiens;(GEOFFROY);PORTUGAL;W07.25;N37.12;2012;05;24;NA;NA;Baldock
fodiens;(GEOFFROY);PORTUGAL;W07.28;N41.44;NA;NA;NA;13-07-1966;19-07-1966;Natural History Museum, London
fodiens;(GEOFFROY);PORTUGAL;W07.35;N37.07;2005;05;04;NA;NA;Coll. Smit, Duiven/Kuhlmann(1m)
fodiens;(GEOFFROY);PORTUGAL;W07.42;N37.05;2001;06;14;NA;NA;Natural History Museum, London/Kuhlmann(1w)
