Genus;Subgenus;Species;Subspecies;Locality;Municipe;Province;Country;Date;Year;Month;Day;Altitud;GPS.(N);GPS.(O);Collector;Determined.by;Year.ident;Male;Female;Worker;Alcoh/seco;Notes.and.queries
Bombus;Bombus;terrestris;lusitanicus;Carril de los Puros;NA;Murcia;España;2013-05-01;2013;5;1;298;"37°55'1.68""";"1° 5'4.26""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Anthyllis cytisoides (albaida)17:00:00
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terretris;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Enrique Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Enrique Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Enrique Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terretris;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Curva de bajada a la Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2646;"37° 5'6.82""";"3°22'54.46""";Enrique Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Chalicodoma;NA;parietina;NA;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Al lado de la nieve
Bombus;Bombus;terrestris;lusitanicus;Cañón río Lobos;Hontoria del Pinar;Burgos;España;2013-08-21;2013;8;21;1023;"41°46'6.33""";" 3° 3'57.09""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;La Santa;Totana;Murcia;España;2013-06-09;2013;6;9;580;37°48'03.21'';"  1° 33'27.35""";José A. Acosta;C. Ornosa;2014;NA;0;2;etanol;rosa de pitiminí
Bombus;Megabombus;ruderatus;ruderatus;Subida a la estación de esquí;Monachil;Granada;España;2013-08-06;2013;8;6;2578;"37° 5'27.19""";"3°22'56.00""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracobombus;pascuorum;bofilli;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracobombus;pascuorum;bofilli;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Es una obrera diminuta
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris ;lusitanicus;aparcamiento;Markina-Xemein;Vizcaya;España;2013-08-31;2013;8;31;77;"43°16'19.13""";"2°29'50.12""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus;Monte Jaizkibel;Hondarribia;Guipuzcoa;España;2013-08-29;2013;8;29;190;"43°21'53.02""";" 1°49'23.63""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Melanobombus;lapidarius;lapidarius;Monte Jaizkibel;Hondarribia;Guipuzcoa;España;2013-08-29;2013;8;29;190;"43°21'53.02""";" 1°49'23.63""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracobombus;pascuorum;dusmeti;Desfiladero de La Yecla; Santo Domingo de Silos;Burgos;España;2013-08-20;2013;8;20;1031;"41°57'7.01""";"3°26'38.47""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Desfiladero de La Yecla; Santo Domingo de Silos;Burgos;España;2013-08-20;2013;8;20;1031;"41°57'7.01""";"3°26'38.47""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;La Santa;Totana;Murcia;España;2013-06-09;2013;6;9;580;37°48'03.21'';"  1° 33'27.35""";Enrique Acosta;C. Ornosa;2014;NA;0;1;etanol;rosa de pitiminí          16:30:00
Bombus;Bombus;terrestris;lusitanicus;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracobombus;humilis;NA;Vereda de la Estrella (1);Güejar Sierra;Granada;España;2013-08-07;2013;8;7;1381;"37° 7'38.40""";"3°21'41.50""";José A. Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Paula Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Paula Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;lucorum;congruens;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Enrique Acosta;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;La Santa;Totana;Murcia;España;2013-06-09;2013;6;9;580;37°48'03.21'';"  1° 33'27.35""";José A. Acosta;C. Ornosa;2014;NA;1;0;etanol;rosa de pitiminí          16:30:00
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Xylocopa;NA;violacea;NA;Xylocopa;Monachil;Granada;España;2013-08-06;2013;8;6;2578;"37° 5'27.19""";"3°22'56.00""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;Llena de ácaros
Bombus;Thoracombus;pascuorum;maculatus ;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Enrique Acosta;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";José A. Acosta;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus x dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus ;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Cañadas de Arriba;Nerpio;Albacete;España;2013-06-07;2013;6;7;1583;" 38° 4'51.95""";"  2°24'33.56""";Juan J. Guerrero;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus ;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus ;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti con algo de maculatus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;NA;NA;etanol;NA
Bombus;Thoracombus;pascuorum;dusmeti con algo de maculatus;Ribera del Duero;Soria;Soria;España;2013-08-22;2013;8;22;1010;"41°46'6.96""";"2°27'17.20""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;Es diminuta y no tenía aguijón
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Cañadas de Arriba;Nerpio;Albacete;España;2013-06-07;2013;6;7;1533;" 38° 5'21.45""";"  2°24'16.18""";Juan J. Guerrero;C. Ornosa;2014;NA;1;0;etanol;NA
Bombus;Bombus;terrestris;terrestris;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris;Al lado de la nieve (2);Monachil;Granada;España;2013-08-06;2013;8;6;2752;"37° 4'43.95""";"3°22'43.03""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Cañadas de Arriba;Nerpio;Albacete;España;2013-06-07;2013;6;7;1587;" 38° 4'55.11""";"  2°24'27.26""";Juan J. Guerrero;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris ;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;terrestris ;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Hoya de la Mora;Monachil;Granada;España;2013-08-06;2013;8;6;2507;"37° 5'36.98""";" 3°23'13.13""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Los Enebros-Lomas del Río;Nerpio;Albacete;España;2013-06-07;2013;6;7;1150;" 38° 8'40.10""";"  2°21'1.25""";Juan J. Guerrero;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Cortijo Nuevo, Sierra de la Guillimona;Huescar;Granada;España;2013-06-23;2013;6;23;1573;"38° 3'13.45""";"  2°29'41.17""";Juan J. Guerrero;C. Ornosa;2014;1;NA;NA;etanol;Carduus granatensis
Bombus;Bombus;terrestris;lusitanicus;Carril de los Puros;NA;Murcia;España;2013-05-01;2013;5;1;298;" 37°55'1.68""";"  1° 5'4.26""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Anthyllis cytisoides (albaida)17:00:00
Bombus;Psithyrus;vestalis;obenbergeri;Barranco Hoya del Espino, Sierra de la Guillimona;Huescar;Granada;España;2013-06-23;2013;6;23;1640;"38° 2'31.36""";"  2°31'9.22""";Juan J. Guerrero;C. Ornosa;2014;NA;1;0;etanol;Carduus granatensis
Bombus;Bombus;terrestris;lusitanicus;Revolcadores;Moratalla;Murcia;España;2013-07-09;2013;7;9;1263;" 38° 5'55.22""";"  2°14'23.62""";Juan J. Guerrero;C. Ornosa;2014;NA;1;0;etanol;con un montón de ácaros que guardo en un tubo
Bombus;Bombus;terrestris;lusitanicus;Revolcadores;Moratalla;Murcia;España;2013-07-09;2013;7;9;1610;"38° 4'42.64""";"  2°14'25.93""";Juan J. Guerrero;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Sª Nevada;Fuente Alta;Granada;España;2013-07-13;2013;7;13;2137;" 37° 6'19.44""";"  3°24'37.74""";Juan J. Guerrero;C. Ornosa;2013;NA;0;1;etanol;"Digitalis purpurea; junto a la estación de esquí de Prado Llano"
Bombus;Bombus;terrestris;lusitanicus;Sª Nevada;Fuente Alta;Granada;España;2013-07-13;2013;7;13;2137;" 37° 6'19.44""";"  3°24'37.74""";Juan J. Guerrero;C. Ornosa;2013;1;NA;NA;etanol;"Digitalis purpurea; junto a la estación de esquí de Prado Llano"
Bombus;Bombus;terrestris;lusitanicus;Sª Nevada;Fuente Alta;Granada;España;2013-07-13;2013;7;13;2137;" 37° 6'19.44""";"  3°24'37.74""";Juan J. Guerrero;C. Ornosa;2014;NA;0;1;etanol;"Digitalis purpurea; junto a la estación de esquí de Prado Llano"
Bombus;Bombus;terrestris;lusitanicus;Sª Nevada;Fuente Alta;Granada;España;2013-07-13;2013;7;13;2137;" 37° 6'19.44""";"  3°24'37.74""";Juan J. Guerrero;C. Ornosa;2014;1;NA;NA;etanol;Marrubium supinum:junto a la estación de esquí de Prado Llano
Bombus;Bombus;terrestris;lusitanicus;Sª Nevada;Fuente Alta;Granada;España;2013-07-13;2013;7;13;2137;" 37° 6'19.44""";"  3°24'37.74""";Juan J. Guerrero;C. Ornosa;2014;1;NA;NA;etanol;Marrubium supinum:junto a la estación de esquí de Prado Llano
Bombus;Bombus;terrestris;lusitanicus;Carril de los Puros;NA;Murcia;España;2013-05-01;2013;5;1;298;" 37°55'1.68""";"  1° 5'4.26""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;Anthyllis cytisoides (albaida)17:00:00
Bombus;Bombus;terrestris;lusitanicus;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";José A. Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Psithyrus;vestalis;obenbergeri;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Carretera de Granada A-395;NA;Granada;España;2013-08-06;2013;8;6;1818;" 37° 7'5.23""";"3°26'56.37""";Enrique Acosta;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Bombus;lucorum;congruens;jardín urbano;Santo Domingo de la Calzada;Logroño;España;2013-08-24;2013;8;24;641;"42°26'28.75""";" 2°57'25.25""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (medio congelados)
Bombus;Bombus;terrestris;lusitanicos;jardín urbano;Santo Domingo de la Calzada;Logroño;España;2013-08-24;2013;8;24;641;"42°26'28.75""";" 2°57'25.25""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (medio congelados)
Bombus;Bombus;terrestris;lusitanicus;jardín urbano;Santo Domingo de la Calzada;Logroño;España;2013-08-24;2013;8;24;641;"42°26'28.75""";" 2°57'25.25""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (medio congelados)
Bombus;Bombus;terrestris;lusitanicus;jardín urbano;Santo Domingo de la Calzada;Logroño;España;2013-08-24;2013;8;24;641;"42°26'28.75""";" 2°57'25.25""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Sobre espliego cultivado (medio congelados)
Bombus;Bombus;terrestris;terrestris;Carril de los Puros;NA;Murcia;España;2013-05-01;2013;5;1;298;" 37°55'1.68""";"  1° 5'4.26""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;Anthyllis cytisoides (albaida)17:00:00
Bombus;Bombus;terrestris ;lusitanicus;Monte Urgull;San Sebastián;Guipuzcoa;España;2013-08-28;2013;8;28;63;" 43°19'29.46""";" 1°59'26.93""";Pilar De la Rúa;C. Ornosa;2014;1;NA;NA;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus;Monte Urgull;San Sebastián;Guipuzcoa;España;2013-08-28;2013;8;28;63;" 43°19'29.46""";" 1°59'26.93""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Thoracombus;pascuorum;maculatus;Monte Urgull;San Sebastián;Guipuzcoa;España;2013-08-28;2013;8;28;63;" 43°19'29.46""";" 1°59'26.93""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Melanobombus;lapidarius;lapidarius;Monte Urgull;San Sebastián;Guipuzcoa;España;2013-08-28;2013;8;28;63;" 43°19'29.46""";" 1°59'26.93""";Pilar De la Rúa;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Camino de bajada a Güejar;Güejar Sierra;Granada;España;2013-08-06;2013;8;6;1041;"37° 8'44""";"3°25'48""";José A. Acosta;C. Ornosa;2015;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Camino de bajada a Güejar;Güejar Sierra;Granada;España;2013-08-06;2013;8;6;1041;"37° 8'44""";"3°25'48""";José A. Acosta;C. Ornosa;2016;1;NA;NA;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Camino de bajada a Güejar;Güejar Sierra;Granada;España;2013-08-06;2013;8;6;1041;"37° 8'44""";"3°25'48""";José A. Acosta;C. Ornosa;2014;NA;0;1;etanol;NA
Bombus;Bombus;terrestris;lusitanicus;Camino de bajada a Güejar;Güejar Sierra;Granada;España;2013-08-06;2013;8;6;1041;"37° 8'44""";"3°25'48""";José A. Acosta;C. Ornosa;2015;1;NA;NA;etanol;NA
